shop1_item1,shop1_item2,shop1_item3,shop1_item4,shop1_item5,shop2_item1,shop2_item2,shop2_item3,shop2_item4,shop2_item5,Holiday
5,2,3,1,15,3,5,15,10,6,0
5,2,3,17,7,18,6,8,6,10,0
5,2,1,3,1,1,1,10,1,2,0
5,2,2,2,1,2,2,3,5,2,0
5,2,2,10,16,17,3,8,4,3,0
5,2,1,6,1,1,6,7,5,2,0
5,2,1,1,4,1,1,2,1,8,0
5,2,4,3,8,9,4,4,4,2,0
5,2,6,4,3,5,2,6,6,2,0
5,2,6,2,6,6,4,4,3,1,0
5,2,3,3,1,3,7,3,3,1,0
5,2,2,1,3,4,8,1,5,1,0
5,2,15,7,5,5,1,15,11,11,0
5,2,2,4,9,5,4,13,15,8,0
5,3,11,8,4,13,8,2,11,7,0
5,3,4,4,20,2,11,3,3,7,0
5,3,1,15,5,2,6,4,2,2,0
5,3,2,15,6,2,12,1,24,10,0
5,3,3,1,1,10,3,21,12,24,0
5,3,1,4,5,12,5,13,1,4,0
5,3,1,3,3,2,6,3,7,4,0
5,3,6,3,2,1,1,10,1,16,0
5,3,2,1,1,2,2,4,1,1,0
5,3,3,9,8,5,15,3,5,52,0
5,3,14,19,1,9,4,17,35,1,0
5,3,1,1,1,2,7,2,1,2,0
5,3,11,1,7,5,4,10,1,8,0
5,3,13,5,6,17,7,5,8,7,0
5,3,5,5,5,4,5,3,5,12,0
5,3,26,1,13,28,16,15,1,2,0
5,3,2,22,16,12,8,5,19,5,0
5,3,2,3,1,2,11,3,6,2,0
5,3,18,9,4,6,16,1,36,40,0
5,3,3,2,2,3,2,1,1,2,0
5,3,15,4,3,8,4,2,2,17,0
5,3,8,9,3,2,24,2,5,7,0
5,3,3,15,3,1,1,13,14,8,0
5,3,2,2,1,3,1,7,3,3,0
5,3,1,5,1,3,1,1,2,4,0
5,4,14,5,4,1,6,4,17,10,0
5,4,7,5,8,3,3,6,12,2,0
5,4,2,4,8,4,6,9,6,10,0
5,4,22,12,12,17,10,7,9,24,0
5,4,29,11,5,19,32,13,38,16,0
5,4,5,7,16,4,11,3,6,7,0
5,4,9,12,6,7,8,15,17,6,1
5,4,7,28,28,29,15,20,29,7,0
5,4,13,3,3,25,1,8,8,5,0
5,4,9,10,7,12,7,9,11,9,1
5,4,4,1,1,2,3,3,1,2,0
5,4,10,13,8,4,37,5,1,15,0
5,4,12,9,7,6,14,11,19,25,1
5,4,2,1,10,1,1,7,2,4,0
5,4,13,8,3,3,7,2,2,3,0
5,4,1,1,3,1,1,5,6,8,0
5,4,9,7,6,8,8,14,1,6,0
5,4,9,4,2,6,5,2,3,2,0
5,4,1,4,2,1,2,2,1,2,0
5,4,20,5,11,6,3,1,1,2,0
5,4,7,3,2,2,4,5,5,2,0
5,4,5,8,3,1,4,4,9,5,0
5,4,8,3,2,3,3,2,4,16,0
5,4,9,2,2,2,1,2,4,1,0
5,4,5,5,3,8,9,5,4,7,0
5,4,3,7,2,16,1,4,6,2,0
5,4,10,2,3,4,1,6,1,1,0
5,4,1,11,3,7,5,7,15,5,0
5,4,4,2,1,1,3,1,1,1,0
5,4,2,9,4,3,5,4,1,1,0
5,4,4,5,4,3,8,5,14,3,0
5,4,8,10,4,7,9,7,8,7,1
5,4,2,2,1,2,1,4,3,9,0
5,5,11,4,3,3,10,20,6,9,0
5,5,4,16,13,3,10,31,21,24,0
5,5,4,18,6,1,4,7,2,12,0
5,5,22,28,15,3,9,3,6,9,0
5,5,3,7,2,11,9,3,1,6,0
5,5,2,2,5,9,8,3,3,9,0
5,5,5,22,2,3,18,12,16,16,0
5,5,1,3,12,2,1,1,1,7,0
5,5,5,6,8,5,3,8,9,15,0
5,5,8,1,2,4,2,3,5,2,0
5,5,4,3,2,9,3,1,1,2,0
5,5,6,12,11,6,11,13,10,5,1
5,5,11,2,2,2,2,1,1,6,0
5,5,21,1,4,2,39,13,2,9,0
5,5,3,10,3,7,12,3,15,3,0
5,5,6,7,1,3,7,3,7,7,0
5,5,4,11,9,7,6,11,7,9,1
5,5,15,9,3,2,13,38,8,18,0
5,5,16,15,3,3,2,14,1,5,0
5,5,10,4,10,48,27,29,28,13,1
5,5,21,13,11,12,3,10,12,13,0
5,6,6,20,8,7,11,10,4,6,0
5,6,12,2,16,9,11,8,13,11,0
5,6,12,19,8,13,11,13,40,38,1
5,6,4,6,6,12,12,6,3,3,0
5,6,4,6,6,5,2,4,9,1,0
5,6,13,7,3,10,10,11,12,8,0
5,6,2,5,2,1,2,10,33,9,0
5,6,13,5,11,8,8,8,10,12,1
5,6,3,9,1,1,7,2,5,1,0
5,6,1,1,4,12,10,2,2,1,0
5,6,1,9,9,3,1,1,1,2,0
5,6,3,1,3,5,4,5,3,1,0
5,6,1,2,1,1,4,6,5,4,0
5,6,3,1,13,2,17,5,13,3,0
5,6,5,14,6,11,9,13,21,14,1
5,6,1,2,2,1,3,2,1,7,0
5,6,1,1,3,2,2,1,1,2,0
5,6,2,3,2,5,8,5,5,13,0
5,6,9,5,12,9,14,12,16,8,1
5,6,1,6,10,15,6,10,2,4,0
5,6,6,6,2,6,5,6,1,18,0
5,7,9,1,6,5,3,6,11,8,0
5,7,3,1,1,8,1,2,4,1,0
5,7,6,2,4,8,8,4,4,2,0
5,7,10,12,12,8,15,11,12,13,1
5,7,2,16,18,2,12,10,6,7,0
5,7,26,23,6,10,13,23,19,13,1
5,7,1,6,6,5,1,5,1,8,0
5,7,5,5,7,7,12,7,8,12,1
5,7,2,4,4,4,31,13,17,17,0
5,7,8,5,2,2,7,2,1,2,0
5,7,8,14,3,2,4,2,6,6,0
5,7,6,9,1,2,6,22,1,3,0
5,7,9,11,12,11,9,7,14,11,1
5,7,9,5,10,11,13,6,11,9,1
5,7,5,10,11,7,6,11,6,11,1
5,7,8,7,10,11,11,11,10,14,1
5,7,7,7,3,3,1,10,12,2,0
5,7,1,9,2,3,1,6,1,2,0
5,7,6,4,2,10,13,5,33,21,0
5,8,6,10,6,12,8,6,8,8,1
5,8,35,32,50,14,38,67,11,13,1
5,8,7,2,3,5,3,5,2,12,0
5,8,23,16,6,18,8,11,12,24,0
5,8,1,4,3,5,5,6,2,2,0
5,8,6,2,2,1,1,11,1,3,0
5,8,2,1,9,8,10,6,2,28,0
5,8,10,4,4,2,15,14,21,25,0
5,8,23,9,9,2,8,4,1,2,0
5,8,2,1,1,2,3,2,3,1,0
5,9,9,10,11,15,25,8,12,5,0
5,9,8,8,10,3,3,28,2,6,0
5,9,5,9,10,11,8,4,9,11,1
5,9,6,10,12,13,6,11,12,10,1
5,9,5,19,6,1,1,1,3,8,0
5,9,7,17,15,36,1,18,7,9,0
5,9,5,7,2,13,3,5,1,9,0
5,9,23,3,11,9,4,4,3,1,0
5,9,7,4,9,7,9,8,8,10,1
5,9,7,14,16,9,11,9,7,4,1
5,9,3,1,1,1,2,1,4,5,0
5,10,10,2,7,2,6,5,5,5,0
5,10,7,2,3,2,4,1,9,7,0
5,10,11,9,5,13,15,6,7,9,1
5,10,5,3,5,1,2,4,8,8,0
5,10,11,8,5,11,5,4,11,10,1
5,10,18,6,19,20,13,4,19,7,1
5,10,5,25,17,11,14,19,15,13,1
5,10,3,3,10,6,4,7,2,7,0
5,10,8,11,10,7,11,11,6,12,1
5,10,15,7,7,12,12,2,3,4,0
5,10,3,2,2,3,6,8,22,16,0
5,10,3,4,5,10,3,8,3,4,0
5,10,6,12,8,5,10,4,7,9,1
5,10,5,9,5,4,5,11,12,5,1
5,10,4,1,1,3,7,1,2,3,0
5,10,23,13,12,8,16,12,10,9,1
5,11,13,11,10,12,10,7,6,7,1
5,11,9,10,11,14,9,6,12,10,1
5,11,3,5,4,1,1,3,2,5,0
5,11,19,10,9,11,14,13,15,12,1
5,11,4,7,2,1,4,9,1,6,0
5,11,11,15,7,12,9,13,14,15,1
5,11,12,15,10,9,15,7,8,5,1
5,11,8,7,11,10,17,12,11,16,1
5,11,7,13,1,1,3,17,13,18,0
5,11,12,23,9,16,8,10,7,17,1
5,11,8,7,14,24,16,6,21,16,1
5,11,10,6,11,8,11,7,8,12,1
5,11,12,13,7,8,19,20,19,20,1
5,11,2,6,6,14,3,4,28,17,0
5,11,6,3,2,8,5,2,4,6,0
5,11,41,3,20,10,11,20,2,1,0
5,11,15,12,10,8,7,12,9,10,1
5,11,13,17,31,11,19,23,13,6,1
5,11,5,6,11,14,4,8,9,14,1
5,11,11,9,14,10,4,211,11,11,1
5,11,8,4,1,7,3,4,2,8,0
5,11,1,9,5,5,4,18,1,2,0
5,11,9,12,9,1,1,14,2,1,0
5,12,3,15,13,8,14,9,14,10,0
5,12,1,6,2,6,2,3,4,8,0
5,12,1,4,4,2,2,4,9,1,0
5,12,19,26,46,12,34,16,10,10,1
5,12,64,16,11,15,8,8,11,14,1
5,12,2,2,2,2,2,4,1,3,0
5,12,19,9,24,8,15,23,16,16,1
5,12,20,11,1,9,2,7,22,8,0
5,12,6,6,15,8,10,6,5,12,1
5,12,4,8,5,2,1,6,2,2,0
5,12,1,20,6,14,10,4,9,9,0
5,12,6,9,6,5,13,3,4,2,0
5,12,13,6,11,11,20,7,15,14,1
5,12,6,4,1,8,6,33,18,8,0
5,12,13,8,7,11,7,9,13,5,1
5,13,7,23,13,14,17,16,11,17,1
5,13,10,3,3,4,3,7,1,1,0
5,13,8,6,10,6,10,16,25,13,1
5,13,12,13,13,17,14,11,10,18,1
5,13,12,7,5,18,10,6,10,7,1
5,13,24,13,13,10,7,9,25,13,1
5,13,14,9,6,1,4,4,1,2,0
5,13,8,4,4,6,1,11,7,2,0
5,13,14,7,12,7,5,12,17,5,1
5,13,2,6,2,1,13,1,8,6,0
5,13,8,3,17,1,3,5,6,15,0
5,13,7,4,5,10,6,6,21,9,0
5,14,3,9,8,4,2,2,6,5,0
5,14,4,8,7,6,9,12,8,14,1
5,14,17,16,19,16,4,12,4,8,0
5,14,21,17,20,20,11,17,7,5,0
5,15,13,3,3,12,4,2,5,4,0
5,16,20,14,23,9,7,8,13,5,1
5,16,3,3,13,9,31,6,19,36,0
5,16,4,3,3,1,4,2,10,16,0
5,16,3,9,1,3,3,4,4,8,0
5,17,3,5,8,5,1,5,6,3,0
5,17,8,10,8,7,9,10,8,11,1
5,19,6,10,8,8,14,11,8,13,1
5,19,30,19,6,6,26,11,5,17,0
5,19,6,8,9,9,9,14,13,17,1
5,19,6,31,18,2,1,5,5,11,0
5,20,38,49,25,31,33,24,73,41,0
5,22,17,13,6,15,15,6,13,14,1
5,23,20,14,25,2,3,1,2,1,0
5,24,3,4,1,5,5,1,15,2,0
5,24,15,19,11,10,14,10,15,10,1
5,27,32,11,5,4,12,4,17,4,0
5,27,12,28,8,22,2,4,13,34,0
5,29,14,15,7,16,6,27,9,10,1
5,32,21,8,10,3,18,20,3,15,0
5,32,9,36,9,8,11,26,10,39,0
5,32,5,8,3,20,7,10,21,8,0
5,34,10,25,27,3,14,12,1,10,0
5,64,43,13,35,17,6,5,6,2,0
5,71,65,34,60,49,16,47,20,14,0
5.053,10.906,57.335,112.765,42.647,65.012,34.909,43.75,47.329,58.459,0
5.094,55.285,63.056,124.253,2.559,43.668,2.415,14.891,12.818,151.835,0
5.415,122.653,53.888,4.788,75.579,59.668,56.038,36.829,66.332,47.665,0
6,1,7,17,13,12,10,3,6,9,0
6,1,1,4,3,5,3,1,4,2,0
6,1,1,3,3,1,2,1,1,2,0
6,1,6,2,3,8,2,8,7,8,0
6,1,2,21,37,11,52,5,1,3,0
6,1,2,4,7,7,2,4,6,36,0
6,1,1,7,4,2,1,1,4,5,0
6,1,2,6,3,1,6,2,2,9,0
6,1,1,8,4,1,4,3,8,4,0
6,1,8,3,4,4,2,5,2,2,0
6,1,1,1,1,4,7,2,5,4,0
6,1,2,3,3,2,36,5,10,9,0
6,1,3,5,3,3,1,3,1,3,0
6,1,3,10,1,7,2,10,8,1,0
6,1,3,4,1,4,5,3,7,2,0
6,1,1,1,1,4,1,2,1,1,0
6,1,3,3,1,1,4,6,1,3,0
6,1,13,4,1,4,8,3,14,2,0
6,1,2,3,2,3,5,5,1,5,0
6,1,4,2,3,9,1,4,2,3,0
6,1,6,40,15,3,16,12,3,15,0
6,2,2,3,6,4,31,9,2,9,0
6,2,1,1,3,1,8,4,11,23,0
6,2,5,7,4,4,3,4,3,8,0
6,2,10,10,13,54,38,15,39,14,0
6,2,6,14,6,11,5,8,6,7,0
6,2,3,1,1,6,3,1,7,2,0
6,2,2,3,6,10,6,5,4,1,0
6,2,6,2,6,5,6,3,1,3,0
6,2,12,1,13,3,5,1,3,4,0
6,2,5,1,1,20,9,12,11,7,0
6,2,2,6,1,1,2,14,5,5,0
6,2,1,10,3,3,1,7,3,3,0
6,2,1,7,2,3,6,2,3,7,0
6,2,3,3,4,1,8,1,3,1,0
6,2,1,2,7,5,6,4,4,15,0
6,2,2,1,2,1,1,3,2,1,0
6,2,11,4,19,19,8,2,5,10,0
6,2,1,9,14,6,4,5,4,6,0
6,2,1,4,2,1,1,1,1,1,0
6,2,4,2,1,2,2,4,5,2,0
6,2,2,4,6,2,1,3,8,1,0
6,2,4,9,4,2,1,1,1,12,0
6,2,12,1,1,2,2,1,2,2,0
6,2,6,2,19,18,6,12,11,13,0
6,2,4,11,9,13,4,19,5,2,0
6,2,2,16,6,3,4,15,4,7,0
6,2,1,1,2,4,1,1,4,3,0
6,2,38,15,17,23,7,10,17,20,0
6,2,1,2,1,1,2,1,2,6,0
6,3,7,1,7,4,2,3,13,5,0
6,3,8,23,9,2,12,2,4,3,0
6,3,6,1,5,1,22,9,5,11,0
6,3,6,1,1,1,1,2,7,8,0
6,3,3,19,28,21,8,13,39,3,0
6,3,6,1,2,2,2,3,5,1,0
6,3,1,1,7,1,3,1,3,3,0
6,3,2,3,1,1,1,2,2,1,0
6,3,1,4,2,2,2,3,1,10,0
6,3,6,2,2,2,2,1,8,13,0
6,3,7,13,1,11,7,1,25,10,0
6,3,6,2,4,4,1,5,14,3,0
6,3,1,3,1,3,12,9,3,9,0
6,3,6,3,1,14,6,14,3,1,0
6,3,3,3,1,1,3,4,2,2,0
6,3,2,1,3,6,15,1,6,6,0
6,3,2,3,3,1,1,2,1,3,0
6,3,43,6,36,17,24,23,23,8,0
6,3,1,1,1,1,3,4,1,6,0
6,3,6,7,3,7,3,6,18,5,0
6,3,4,3,12,4,11,5,7,1,0
6,3,14,3,13,9,4,7,1,29,0
6,3,1,6,2,1,15,3,5,5,0
6,4,8,1,7,5,3,2,4,4,0
6,4,4,1,3,10,10,2,6,22,0
6,4,5,6,19,8,5,12,1,4,0
6,4,1,4,11,1,8,4,2,3,0
6,4,11,5,2,4,1,3,2,2,0
6,4,2,4,1,4,2,3,2,9,0
6,4,2,9,4,7,2,5,18,8,0
6,4,28,9,14,3,5,3,2,1,0
6,4,3,13,5,9,4,5,3,6,0
6,4,17,65,46,52,70,31,33,41,0
6,4,5,1,17,7,6,1,13,2,0
6,4,5,4,17,2,1,4,1,7,0
6,4,5,4,4,2,17,2,2,8,0
6,4,16,6,11,5,15,1,4,5,0
6,4,3,1,2,4,1,2,1,1,0
6,4,15,6,8,6,4,11,1,4,0
6,4,8,12,8,9,14,5,8,5,1
6,4,8,5,4,6,4,3,12,6,0
6,4,5,3,12,16,2,2,9,11,0
6,5,7,13,2,7,2,3,6,24,0
6,5,3,4,57,42,24,27,5,15,0
6,5,2,2,1,3,2,2,1,2,0
6,5,13,12,12,6,27,8,8,11,1
6,5,3,1,8,1,4,5,1,5,0
6,5,5,28,18,20,11,10,1,7,0
6,5,8,7,2,6,1,1,5,3,0
6,5,14,12,10,9,8,11,14,10,1
6,5,7,5,11,11,10,9,18,7,1
6,5,8,7,7,10,10,8,11,7,1
6,5,3,3,4,2,2,4,22,3,0
6,5,1,13,49,3,8,8,14,2,0
6,5,6,10,9,11,10,10,9,7,1
6,5,3,5,3,10,1,9,1,2,0
6,5,8,7,11,7,2,26,8,7,0
6,5,11,8,13,7,16,8,9,10,1
6,6,1,1,5,5,2,1,3,1,0
6,6,8,13,4,10,10,4,9,6,1
6,6,14,12,12,7,10,11,7,9,1
6,6,9,16,3,5,1,2,1,2,0
6,6,10,7,4,9,11,8,15,8,1
6,6,4,1,3,1,2,1,7,3,0
6,6,13,16,8,7,8,4,5,10,1
6,6,12,30,23,8,5,1,39,36,0
6,6,13,26,26,25,8,13,11,6,1
6,6,8,4,8,2,5,5,4,6,0
6,6,1,4,2,2,3,2,8,9,0
6,6,3,1,5,6,3,1,1,1,0
6,6,3,6,6,1,2,4,2,5,0
6,6,2,5,2,1,6,8,5,13,0
6,6,10,8,3,3,14,9,8,14,0
6,6,4,8,32,8,7,9,5,4,1
6,6,7,9,12,7,13,2,6,1,0
6,6,4,1,4,2,6,16,14,10,0
6,6,1,2,4,10,24,2,6,3,0
6,7,13,10,11,12,12,11,9,11,1
6,7,6,2,5,4,1,16,9,7,0
6,7,19,36,13,6,17,14,34,10,1
6,7,2,2,9,2,4,3,5,1,0
6,7,8,11,19,5,7,22,11,6,1
6,7,1,8,2,1,2,1,2,3,0
6,7,14,14,16,29,15,10,31,10,1
6,7,3,4,13,5,1,10,2,6,0
6,7,6,16,11,12,10,26,12,16,1
6,7,8,6,5,6,8,5,8,8,1
6,7,2,17,1,1,7,6,13,1,0
6,7,3,4,6,2,9,9,10,7,0
6,7,11,3,11,19,16,10,30,3,0
6,7,8,10,14,17,13,9,12,5,1
6,7,2,5,3,4,4,3,1,1,0
6,7,5,14,6,4,7,4,2,4,0
6,7,7,9,4,12,7,8,11,14,1
6,8,2,11,3,6,7,8,5,11,0
6,8,9,11,6,7,8,34,35,14,0
6,8,5,10,12,13,7,16,8,12,1
6,8,13,9,13,8,7,11,14,11,1
6,8,5,7,11,4,1,2,6,1,0
6,8,12,8,6,7,9,4,10,7,1
6,8,1,7,1,7,2,4,27,5,0
6,8,1,4,1,30,15,46,18,9,0
6,8,8,3,2,1,2,7,4,1,0
6,8,12,10,6,11,6,6,7,8,1
6,8,10,5,8,19,6,9,8,8,1
6,8,4,10,9,8,10,8,6,4,1
6,8,9,34,4,8,2,1,1,2,0
6,8,6,3,9,3,1,4,8,4,0
6,8,1,1,2,1,6,5,17,1,0
6,8,6,9,8,2,12,1,3,10,0
6,9,15,11,7,6,22,7,11,12,1
6,9,7,10,23,12,21,11,18,5,0
6,9,6,10,14,11,7,7,9,9,1
6,9,8,7,8,8,9,11,12,6,1
6,9,1,11,2,5,2,7,5,2,0
6,9,11,12,9,14,19,18,21,7,1
6,9,7,10,12,6,13,4,5,13,1
6,9,11,10,8,16,1,6,4,5,0
6,9,2,19,5,31,12,4,11,8,0
6,9,4,6,9,7,5,7,11,8,0
6,9,5,7,13,5,11,3,7,8,0
6,9,2,1,15,6,5,8,5,14,0
6,9,8,9,6,9,2,15,11,5,0
6,9,28,12,8,24,11,13,26,11,1
6,9,13,12,6,6,6,15,6,7,1
6,9,3,8,2,3,1,1,1,3,0
6,9,9,3,5,2,4,4,6,6,0
6,9,8,12,6,1,3,5,9,1,0
6,9,16,7,42,15,9,15,7,9,1
6,10,11,8,8,11,4,13,11,7,1
6,10,4,4,5,8,10,12,7,10,1
6,10,12,16,5,13,15,14,10,7,1
6,10,7,2,3,8,14,7,2,9,0
6,10,22,8,16,4,5,2,4,3,0
6,10,13,22,13,10,17,9,13,13,1
6,10,4,15,10,13,10,8,8,15,1
6,10,5,10,2,6,2,15,6,5,0
6,10,4,10,6,8,4,9,4,5,0
6,10,4,17,26,17,31,2,15,7,0
6,10,10,13,10,4,6,9,5,5,1
6,10,9,7,6,10,11,20,10,4,1
6,11,10,12,11,10,9,8,9,16,1
6,11,21,6,3,15,6,9,5,4,0
6,11,2,4,22,5,8,10,5,4,0
6,11,2,1,3,4,1,3,5,8,0
6,11,10,6,7,14,26,17,23,12,1
6,11,13,14,18,22,8,13,25,33,1
6,11,9,5,26,22,15,11,17,8,1
6,11,2,11,7,4,4,2,1,3,0
6,11,9,10,9,12,9,10,16,26,1
6,11,4,11,5,9,6,8,11,11,1
6,11,5,7,13,1,1,3,2,2,0
6,11,5,11,6,14,11,9,14,12,1
6,11,11,7,6,8,7,15,6,4,1
6,11,15,3,2,2,1,1,6,5,0
6,11,20,8,7,7,13,21,14,8,1
6,12,5,2,4,4,1,6,3,1,0
6,12,1,11,12,19,10,13,14,1,0
6,12,5,1,6,10,23,8,8,5,0
6,12,5,6,10,6,11,16,8,14,1
6,12,2,10,6,5,9,6,5,3,0
6,12,13,10,5,9,6,17,5,36,0
6,12,9,4,2,6,4,11,1,4,0
6,12,4,16,2,11,11,11,3,5,0
6,13,6,10,16,9,9,12,6,13,1
6,13,3,5,6,12,3,2,6,6,0
6,13,10,11,5,5,7,2,3,3,0
6,13,6,11,12,8,15,6,11,6,1
6,13,6,17,14,18,5,10,21,7,1
6,13,8,7,1,2,4,5,1,2,0
6,13,13,9,9,11,10,5,9,7,1
6,14,14,17,6,15,1,13,14,17,0
6,14,10,5,4,1,4,2,1,2,0
6,14,2,1,4,12,17,9,1,8,0
6,14,11,14,7,5,4,16,14,12,1
6,14,6,6,10,8,10,13,12,24,1
6,15,13,19,18,21,1,5,3,15,0
6,15,21,15,21,2,8,28,25,37,0
6,15,14,35,7,12,9,4,4,2,0
6,15,11,12,8,16,11,5,11,10,1
6,15,3,3,3,2,12,2,3,2,0
6,15,12,17,10,18,7,10,13,10,1
6,16,14,8,8,12,13,9,12,8,1
6,16,13,28,32,22,6,5,3,13,0
6,16,11,29,1,1,3,4,2,9,0
6,16,7,18,18,22,22,30,15,7,1
6,16,33,23,8,14,20,16,32,2,0
6,17,31,14,63,29,21,23,23,23,1
6,17,16,8,6,10,13,11,7,9,1
6,17,16,15,23,11,15,19,13,10,1
6,18,7,9,15,4,7,14,9,10,1
6,18,17,19,19,17,6,12,4,1,0
6,18,11,12,8,8,12,23,7,6,1
6,18,12,14,17,12,16,9,5,27,1
6,19,17,1,8,21,11,3,8,9,0
6,19,26,5,13,15,3,14,14,12,0
6,19,10,6,9,13,7,12,12,10,1
6,20,1,8,20,11,2,2,12,18,0
6,20,27,19,21,22,10,24,28,13,1
6,20,42,32,34,5,22,8,8,8,0
6,20,13,1,11,3,4,2,7,2,0
6,21,3,14,5,17,1,7,6,1,0
6,21,18,12,9,16,8,32,23,54,1
6,21,35,19,23,56,3,10,15,9,0
6,22,9,19,11,6,15,4,3,3,0
6,22,57,15,19,49,26,15,26,27,1
6,23,4,42,53,46,52,34,21,51,1
6,23,12,4,3,2,2,2,2,2,0
6,23,10,13,2,13,6,1,11,11,0
6,24,2,2,6,15,6,4,6,4,0
6,24,11,14,15,5,10,16,20,15,1
6,27,27,4,16,11,10,10,13,12,1
6,31,23,6,36,53,36,77,44,17,0
6,45,44,38,64,27,27,15,35,8,1
6,45,34,15,25,36,14,29,23,4,0
6,63,12,15,26,10,22,32,17,14,0
6,70,30,26,3,21,2,11,4,7,0
6,120.721,124.209,14.071,84.612,49.524,92.3,35.574,143.879,18.032,0
7,1,5,2,7,2,10,3,2,9,0
7,1,41,31,4,32,62,43,44,40,0
7,1,4,7,3,2,1,18,2,14,0
7,1,1,2,2,2,1,1,3,1,0
7,1,2,6,2,2,10,8,3,3,0
7,1,4,3,2,10,3,14,1,2,0
7,1,3,3,1,6,7,10,3,3,0
7,1,1,2,3,5,1,2,1,1,0
7,1,3,4,11,2,3,3,1,1,0
7,1,18,3,1,27,24,45,3,10,0
7,1,11,8,4,6,8,8,4,6,0
7,1,5,1,7,6,2,3,1,1,0
7,1,34,28,8,30,11,9,23,15,0
7,1,5,2,1,2,5,2,2,2,0
7,1,1,10,5,4,3,1,2,1,0
7,1,2,2,1,1,1,1,1,2,0
7,1,2,3,1,3,4,5,1,2,0
7,1,4,6,5,2,9,4,4,1,0
7,1,3,2,3,23,8,6,4,9,0
7,1,1,1,1,2,1,1,1,2,0
7,1,1,5,1,1,2,1,2,1,0
7,1,8,3,11,2,5,2,6,2,0
7,1,3,3,4,4,8,1,1,2,0
7,2,14,16,10,9,4,3,11,8,0
7,2,2,14,2,5,3,5,7,5,0
7,2,4,1,3,4,10,5,1,6,0
7,2,5,2,5,1,7,1,19,6,0
7,2,4,7,11,1,1,1,1,4,0
7,2,10,2,1,30,15,16,4,9,0
7,2,5,9,2,2,2,1,1,11,0
7,2,1,4,1,1,3,5,6,4,0
7,2,12,13,7,10,5,6,5,9,0
7,2,4,2,7,4,3,2,1,4,0
7,2,3,2,2,16,12,12,4,6,0
7,2,8,4,6,1,3,3,1,2,0
7,2,5,25,4,2,5,4,5,7,0
7,2,1,4,3,7,3,2,1,3,0
7,2,2,1,8,5,2,1,1,6,0
7,2,3,13,2,4,4,1,1,11,0
7,2,3,5,4,3,3,2,6,1,0
7,2,2,4,3,5,3,1,1,3,0
7,2,6,10,16,8,4,5,13,12,0
7,2,1,2,1,2,2,2,6,4,0
7,2,1,7,2,6,10,13,2,3,0
7,3,4,2,8,12,3,5,1,13,0
7,3,5,18,16,8,7,11,35,32,0
7,3,4,21,27,20,25,7,11,4,0
7,3,3,1,1,7,1,1,2,3,0
7,3,2,1,1,2,4,1,1,2,0
7,3,7,2,1,1,3,1,9,2,0
7,3,2,5,5,5,7,6,15,8,0
7,3,8,7,1,4,5,8,2,2,0
7,3,1,1,5,7,5,3,1,11,0
7,3,1,1,1,1,2,2,3,2,0
7,3,1,5,1,1,4,1,1,2,0
7,3,5,1,5,2,2,1,2,8,0
7,3,15,12,26,5,25,14,7,18,0
7,3,1,1,1,1,2,3,1,14,0
7,3,23,8,6,1,5,6,4,7,0
7,3,1,1,1,3,10,3,5,16,0
7,3,2,4,3,1,1,1,1,1,0
7,3,11,1,2,5,9,10,7,16,0
7,3,8,3,2,50,14,28,19,19,0
7,4,9,13,2,2,4,2,2,2,0
7,4,8,7,11,18,8,12,23,16,1
7,4,11,2,1,6,5,2,2,7,0
7,4,2,12,3,11,27,3,2,48,0
7,4,3,7,1,3,3,5,1,1,0
7,4,4,4,11,12,23,3,6,8,0
7,4,12,5,12,7,3,1,5,3,0
7,4,26,37,42,28,38,22,11,9,0
7,4,3,2,7,3,3,6,12,7,0
7,4,4,1,4,4,1,3,1,2,0
7,4,4,7,3,9,9,15,5,2,0
7,4,1,56,6,8,6,8,14,1,0
7,4,4,3,2,1,24,23,14,11,0
7,4,8,9,4,9,14,16,8,5,1
7,4,7,2,2,3,3,2,1,1,0
7,4,1,7,11,16,7,17,3,5,0
7,4,1,1,2,3,4,1,7,7,0
7,4,2,3,4,1,9,4,3,9,0
7,4,8,5,3,4,1,2,2,6,0
7,4,13,14,12,13,16,12,15,19,1
7,5,6,6,1,27,26,7,20,11,0
7,5,9,1,1,4,4,5,2,3,0
7,5,21,15,15,10,11,10,14,23,1
7,5,7,4,2,5,2,1,4,2,0
7,5,3,1,1,7,2,6,1,5,0
7,5,9,11,15,18,10,12,11,10,1
7,5,3,8,1,3,3,13,4,3,0
7,5,8,6,2,7,3,5,2,52,0
7,5,41,32,7,30,7,15,15,38,0
7,5,9,10,7,6,5,10,18,12,1
7,5,25,5,6,5,8,23,12,8,0
7,5,1,12,6,2,3,1,4,1,0
7,5,5,10,11,10,13,12,10,11,1
7,5,6,8,5,4,2,2,2,4,0
7,5,8,4,1,7,3,3,3,3,0
7,6,7,3,6,2,2,1,6,2,0
7,6,1,2,14,3,9,6,12,36,0
7,6,18,9,8,11,20,5,4,26,1
7,6,11,13,24,45,11,55,14,6,1
7,6,4,1,2,1,3,2,4,2,0
7,6,11,12,11,10,12,20,19,7,1
7,6,5,9,9,4,8,2,2,3,0
7,6,4,7,1,2,30,1,28,13,0
7,6,6,10,4,16,6,3,4,3,0
7,6,23,6,5,7,4,9,12,2,0
7,6,11,10,2,10,20,3,3,3,0
